64
3.1623 2.2361 1.4142 1.0000 3.6056 2.8284 2.2361 2.0000 3.0000 3.1623 0.0000 1.0000 17.1172 17.0294 17.0000 17.0294 22.3607 21.9317 21.5407 21.1896 12.3693 11.4018 10.4403 13.4164 12.5300 11.6619 12.6491 13.0000 10.7703 11.1803 9.0554 15.5563 9.4868 8.5440 7.6158 6.7082 10.8167 10.0000 9.2195 8.4853 9.8489 10.2956 7.2111 7.8102 8.9443 9.4340 10.0000 10.6301 3.6056 2.8284 2.2361 2.0000 2.2361 1.4142 16.6433 16.1245 15.6525 15.2315 28.2312 27.8568 27.5136 27.2029 9.2195 10.4403
3.6056 2.8284 2.2361 2.0000 3.1623 2.2361 1.4142 1.0000 3.1623 3.0000 1.0000 0.0000 16.1245 16.0312 16.0000 16.0312 21.4709 21.0238 20.6155 20.2485 12.1655 11.1803 10.1980 13.0000 12.0830 11.1803 12.3693 12.6491 10.4403 10.7703 9.2195 16.2788 9.2195 8.2462 7.2801 6.3246 10.2956 9.4340 8.6023 7.8102 9.4868 9.8489 6.7082 7.2111 8.0623 8.6023 9.2195 9.8995 4.2426 3.6056 3.1623 3.0000 2.0000 1.0000 15.8114 15.2643 14.7648 14.3178 27.3130 26.9258 26.5707 26.2488 8.2462 9.4868
18.0278 18.0000 18.0278 18.1108 15.0333 15.0000 15.0333 15.1327 17.0294 16.0312 17.1172 16.1245 0.0000 1.0000 2.0000 3.0000 8.5440 7.6158 6.7082 5.8310 17.2047 16.6433 16.1245 14.8661 14.2127 13.6015 16.4012 15.6205 15.2643 14.4222 19.3132 29.4109 15.6525 15.2315 14.8661 14.5602 13.0384 12.5300 12.0830 11.7047 14.7648 13.8924 13.6015 12.6491 10.8167 11.4018 12.0416 12.7279 19.0263 19.0000 19.0263 19.1050 16.0000 16.0312 7.6158 6.7082 5.8310 5.0000 12.7279 12.0416 11.4018 10.8167 8.9443 8.6023
18.1108 18.0278 18.0000 18.0278 15.1327 15.0333 15.0000 15.0333 17.1172 16.1245 17.0294 16.0312 1.0000 0.0000 1.0000 2.0000 9.4868 8.5440 7.6158 6.7082 17.8045 17.2047 16.6433 15.5563 14.8661 14.2127 17.0294 16.2788 15.8114 15.0000 19.6977 29.7321 16.1245 15.6525 15.2315 14.8661 13.6015 13.0384 12.5300 12.0830 15.2643 14.4222 13.9284 13.0000 10.2956 10.8167 11.4018 12.0416 19.1050 19.0263 19.0000 19.0263 16.0312 16.0000 8.5440 7.6158 6.7082 5.8310 13.4536 12.7279 12.0416 11.4018 8.5440 8.0623
18.2483 18.1108 18.0278 18.0000 15.2971 15.1327 15.0333 15.0000 17.2627 16.2788 17.0000 16.0000 2.0000 1.0000 0.0000 1.0000 10.4403 9.4868 8.5440 7.6158 18.4391 17.8045 17.2047 16.2788 15.5563 14.8661 17.6918 16.9706 16.4012 15.6205 20.1246 30.0832 16.6433 16.1245 15.6525 15.2315 14.2127 13.6015 13.0384 12.5300 15.8114 15.0000 14.3178 13.4164 9.8489 10.2956 10.8167 11.4018 19.2354 19.1050 19.0263 19.0000 16.1245 16.0312 9.4868 8.5440 7.6158 6.7082 14.2127 13.4536 12.7279 12.0416 8.2462 7.6158
18.4391 18.2483 18.1108 18.0278 15.5242 15.2971 15.1327 15.0333 17.4642 16.4924 17.0294 16.0312 3.0000 2.0000 1.0000 0.0000 11.4018 10.4403 9.4868 8.5440 19.1050 18.4391 17.8045 17.0294 16.2788 15.5563 18.3848 17.6918 17.0294 16.2788 20.5913 30.4631 17.2047 16.6433 16.1245 15.6525 14.8661 14.2127 13.6015 13.0384 16.4012 15.6205 14.7648 13.8924 9.4868 9.8489 10.2956 10.8167 19.4165 19.2354 19.1050 19.0263 16.2788 16.1245 10.4403 9.4868 8.5440 7.6158 15.0000 14.2127 13.4536 12.7279 8.0623 7.2801
22.1359 22.4722 22.8473 23.2594 19.3132 19.6977 20.1246 20.5913 21.1896 20.2485 22.3607 21.4709 8.5440 9.4868 10.4403 11.4018 0.0000 1.0000 2.0000 3.0000 17.1172 17.0294 17.0000 14.1421 14.0357 14.0000 16.1245 15.1327 16.0000 15.0000 21.0238 31.0161 17.0294 17.1172 17.2627 17.4642 14.0357 14.1421 14.3178 14.5602 16.0312 15.0333 16.4924 15.5242 18.4391 19.2094 20.0000 20.8087 23.0868 23.4094 23.7697 24.1661 20.6155 21.0238 6.0828 6.3246 6.7082 7.2111 6.0828 6.0000 6.0828 6.3246 16.2788 16.4012
21.8403 22.1359 22.4722 22.8473 18.9737 19.3132 19.6977 20.1246 20.8806 19.9249 21.9317 21.0238 7.6158 8.5440 9.4868 10.4403 1.0000 0.0000 1.0000 2.0000 17.2627 17.1172 17.0294 14.3178 14.1421 14.0357 16.2788 15.2971 16.0312 15.0333 21.0000 31.0644 17.0000 17.0294 17.1172 17.2627 14.0000 14.0357 14.1421 14.3178 16.0000 15.0000 16.2788 15.2971 17.6918 18.4391 19.2094 20.0000 22.8035 23.0868 23.4094 23.7697 20.2485 20.6155 6.0000 6.0828 6.3246 6.7082 6.3246 6.0828 6.0000 6.0828 15.5563 15.6205
21.5870 21.8403 22.1359 22.4722 18.6815 18.9737 19.3132 19.6977 20.6155 19.6469 21.5407 20.6155 6.7082 7.6158 8.5440 9.4868 2.0000 1.0000 0.0000 1.0000 17.4642 17.2627 17.1172 14.5602 14.3178 14.1421 16.4924 15.5242 16.1245 15.1327 21.0238 31.1448 17.0294 17.0000 17.0294 17.1172 14.0357 14.0000 14.0357 14.1421 16.0312 15.0333 16.1245 15.1327 16.9706 17.6918 18.4391 19.2094 22.5610 22.8035 23.0868 23.4094 19.9249 20.2485 6.0828 6.0000 6.0828 6.3246 6.7082 6.3246 6.0828 6.0000 14.8661 14.8661
21.3776 21.5870 21.8403 22.1359 18.4391 18.6815 18.9737 19.3132 20.3961 19.4165 21.1896 20.2485 5.8310 6.7082 7.6158 8.5440 3.0000 2.0000 1.0000 0.0000 17.7200 17.4642 17.2627 14.8661 14.5602 14.3178 16.7631 15.8114 16.2788 15.2971 21.0950 31.2570 17.1172 17.0294 17.0000 17.0294 14.1421 14.0357 14.0000 14.0357 16.1245 15.1327 16.0312 15.0333 16.2788 16.9706 17.6918 18.4391 22.3607 22.5610 22.8035 23.0868 19.6469 19.9249 6.3246 6.0828 6.0000 6.0828 7.2111 6.7082 6.3246 6.0828 14.2127 14.1421
9.8489 10.7703 11.7047 12.6491 9.0554 10.0499 11.0454 12.0416 9.4868 9.2195 12.3693 12.1655 17.2047 17.8045 18.4391 19.1050 17.1172 17.2627 17.4642 17.7200 0.0000 1.0000 2.0000 3.0000 3.1623 3.6056 1.0000 2.0000 2.2361 2.8284 5.0000 14.0357 3.0000 4.0000 5.0000 6.0000 4.2426 5.0000 5.8310 6.7082 3.1623 3.6056 6.0828 6.3246 16.7631 17.7200 18.6815 19.6469 10.2956 11.1803 12.0830 13.0000 10.1980 11.1803 11.4018 11.7047 12.0830 12.5300 23.0217 23.0868 23.1948 23.3452 15.2315 16.5529
8.9443 9.8489 10.7703 11.7047 8.0623 9.0554 10.0499 11.0454 8.5440 8.2462 11.4018 11.1803 16.6433 17.2047 17.8045 18.4391 17.0294 17.1172 17.2627 17.4642 1.0000 0.0000 1.0000 3.1623 3.0000 3.1623 1.4142 2.2361 1.4142 2.2361 4.4721 14.0000 2.0000 3.0000 4.0000 5.0000 3.6056 4.2426 5.0000 5.8310 2.2361 2.8284 5.0990 5.3852 15.8114 16.7631 17.7200 18.6815 9.4340 10.2956 11.1803 12.0830 9.2195 10.1980 11.1803 11.4018 11.7047 12.0830 23.0000 23.0217 23.0868 23.1948 14.3178 15.6525
8.0623 8.9443 9.8489 10.7703 7.0711 8.0623 9.0554 10.0499 7.6158 7.2801 10.4403 10.1980 16.1245 16.6433 17.2047 17.8045 17.0000 17.0294 17.1172 17.2627 2.0000 1.0000 0.0000 3.6056 3.1623 3.0000 2.2361 2.8284 1.0000 2.0000 4.1231 14.0357 1.0000 2.0000 3.0000 4.0000 3.1623 3.6056 4.2426 5.0000 1.4142 2.2361 4.1231 4.4721 14.8661 15.8114 16.7631 17.7200 8.6023 9.4340 10.2956 11.1803 8.2462 9.2195 11.0454 11.1803 11.4018 11.7047 23.0217 23.0000 23.0217 23.0868 13.4164 14.7648
11.4018 12.2066 13.0384 13.8924 9.8489 10.7703 11.7047 12.6491 10.8167 10.2956 13.4164 13.0000 14.8661 15.5563 16.2788 17.0294 14.1421 14.3178 14.5602 14.8661 3.0000 3.1623 3.6056 0.0000 1.0000 2.0000 2.0000 1.0000 2.8284 2.2361 7.6158 17.0294 4.2426 5.0000 5.8310 6.7082 3.0000 4.0000 5.0000 6.0000 3.6056 3.1623 6.3246 6.0828 16.1245 17.1172 18.1108 19.1050 12.0416 12.8062 13.6015 14.4222 11.1803 12.0830 8.5440 8.9443 9.4340 10.0000 20.0250 20.0998 20.2237 20.3961 14.3178 15.5242
10.6301 11.4018 12.2066 13.0384 8.9443 9.8489 10.7703 11.7047 10.0000 9.4340 12.5300 12.0830 14.2127 14.8661 15.5563 16.2788 14.0357 14.1421 14.3178 14.5602 3.1623 3.0000 3.1623 1.0000 0.0000 1.0000 2.2361 1.4142 2.2361 1.4142 7.2801 17.0000 3.6056 4.2426 5.0000 5.8310 2.0000 3.0000 4.0000 5.0000 2.8284 2.2361 5.3852 5.0990 15.1327 16.1245 17.1172 18.1108 11.3137 12.0416 12.8062 13.6015 10.2956 11.1803 8.2462 8.5440 8.9443 9.4340 20.0000 20.0250 20.0998 20.2237 13.3417 14.5602
9.8995 10.6301 11.4018 12.2066 8.0623 8.9443 9.8489 10.7703 9.2195 8.6023 11.6619 11.1803 13.6015 14.2127 14.8661 15.5563 14.0000 14.0357 14.1421 14.3178 3.6056 3.1623 3.0000 2.0000 1.0000 0.0000 2.8284 2.2361 2.0000 1.0000 7.0711 17.0294 3.1623 3.6056 4.2426 5.0000 1.0000 2.0000 3.0000 4.0000 2.2361 1.4142 4.4721 4.1231 14.1421 15.1327 16.1245 17.1172 10.6301 11.3137 12.0416 12.8062 9.4340 10.2956 8.0623 8.2462 8.5440 8.9443 20.0250 20.0000 20.0250 20.0998 12.3693 13.6015
10.2956 11.1803 12.0830 13.0000 9.2195 10.1980 11.1803 12.1655 9.8489 9.4868 12.6491 12.3693 16.4012 17.0294 17.6918 18.3848 16.1245 16.2788 16.4924 16.7631 1.0000 1.4142 2.2361 2.0000 2.2361 2.8284 0.0000 1.0000 2.0000 2.2361 5.8310 15.0333 3.1623 4.1231 5.0990 6.0828 3.6056 4.4721 5.3852 6.3246 3.0000 3.1623 6.0000 6.0828 16.4924 17.4642 18.4391 19.4165 10.8167 11.6619 12.5300 13.4164 10.4403 11.4018 10.4403 10.7703 11.1803 11.6619 22.0227 22.0907 22.2036 22.3607 14.8661 16.1555
10.8167 11.6619 12.5300 13.4164 9.4868 10.4403 11.4018 12.3693 10.2956 9.8489 13.0000 12.6491 15.6205 16.2788 16.9706 17.6918 15.1327 15.2971 15.5242 15.8114 2.0000 2.2361 2.8284 1.0000 1.4142 2.2361 1.0000 0.0000 2.2361 2.0000 6.7082 16.0312 3.6056 4.4721 5.3852 6.3246 3.1623 4.1231 5.0990 6.0828 3.1623 3.0000 6.0828 6.0000 16.2788 17.2627 18.2483 19.2354 11.4018 12.2066 13.0384 13.8924 10.7703 11.7047 9.4868 9.8489 10.2956 10.8167 21.0238 21.0950 21.2132 21.3776 14.5602 15.8114
8.6023 9.4340 10.2956 11.1803 7.2801 8.2462 9.2195 10.1980 8.0623 7.6158 10.7703 10.4403 15.2643 15.8114 16.4012 17.0294 16.0000 16.0312 16.1245 16.2788 2.2361 1.4142 1.0000 2.8284 2.2361 2.0000 2.0000 2.2361 0.0000 1.0000 5.0990 15.0333 1.4142 2.2361 3.1623 4.1231 2.2361 2.8284 3.6056 4.4721 1.0000 1.4142 4.0000 4.1231 14.5602 15.5242 16.4924 17.4642 9.2195 10.0000 10.8167 11.6619 8.5440 9.4868 10.0499 10.1980 10.4403 10.7703 22.0227 22.0000 22.0227 22.0907 13.0000 14.3178
9.2195 10.0000 10.8167 11.6619 7.6158 8.5440 9.4868 10.4403 8.6023 8.0623 11.1803 10.7703 14.4222 15.0000 15.6205 16.2788 15.0000 15.0333 15.1327 15.2971 2.8284 2.2361 2.0000 2.2361 1.4142 1.0000 2.2361 2.0000 1.0000 0.0000 6.0828 16.0312 2.2361 2.8284 3.6056 4.4721 1.4142 2.2361 3.1623 4.1231 1.4142 1.0000 4.1231 4.0000 14.3178 15.2971 16.2788 17.2627 9.8995 10.6301 11.4018 12.2066 8.9443 9.8489 9.0554 9.2195 9.4868 9.8489 21.0238 21.0000 21.0238 21.0950 12.6491 13.9284
6.0000 7.0000 8.0000 9.0000 6.7082 7.6158 8.5440 9.4868 6.0828 6.3246 9.0554 9.2195 19.3132 19.6977 20.1246 20.5913 21.0238 21.0000 21.0238 21.0950 5.0000 4.4721 4.1231 7.6158 7.2801 7.0711 5.8310 6.7082 5.0990 6.0828 0.0000 10.1980 4.0000 4.1231 4.4721 5.0000 7.0000 7.0711 7.2801 7.6158 5.0000 6.0000 5.8310 6.7082 15.8114 16.6433 17.4929 18.3576 6.0828 7.0711 8.0623 9.0554 7.2801 8.2462 15.0000 15.0333 15.1327 15.2971 27.0740 27.0185 27.0000 27.0185 14.8661 16.2788
12.8062 13.4536 14.1421 14.8661 15.2643 15.8114 16.4012 17.0294 13.6015 14.4222 15.5563 16.2788 29.4109 29.7321 30.0832 30.4631 31.0161 31.0644 31.1448 31.2570 14.0357 14.0000 14.0357 17.0294 17.0000 17.0294 15.0333 16.0312 15.0333 16.0312 10.1980 0.0000 14.1421 14.3178 14.5602 14.8661 17.1172 17.2627 17.4642 17.7200 15.1327 16.1245 15.8114 16.7631 24.2074 24.8395 25.4951 26.1725 12.0416 12.7279 13.4536 14.2127 15.0000 15.6205 25.0799 25.1794 25.3180 25.4951 37.0000 37.0135 37.0540 37.1214 23.8537 25.2389
7.2111 8.0623 8.9443 9.8489 6.0828 7.0711 8.0623 9.0554 6.7082 6.3246 9.4868 9.2195 15.6525 16.1245 16.6433 17.2047 17.0294 17.0000 17.0294 17.1172 3.0000 2.0000 1.0000 4.2426 3.6056 3.1623 3.1623 3.6056 1.4142 2.2361 4.0000 14.1421 0.0000 1.0000 2.0000 3.0000 3.0000 3.1623 3.6056 4.2426 1.0000 2.0000 3.1623 3.6056 13.9284 14.8661 15.8114 16.7631 7.8102 8.6023 9.4340 10.2956 7.2801 8.2462 11.0000 11.0454 11.1803 11.4018 23.0868 23.0217 23.0000 23.0217 12.5300 13.8924
6.4031 7.2111 8.0623 8.9443 5.0990 6.0828 7.0711 8.0623 5.8310 5.3852 8.5440 8.2462 15.2315 15.6525 16.1245 16.6433 17.1172 17.0294 17.0000 17.0294 4.0000 3.0000 2.0000 5.0000 4.2426 3.6056 4.1231 4.4721 2.2361 2.8284 4.1231 14.3178 1.0000 0.0000 1.0000 2.0000 3.1623 3.0000 3.1623 3.6056 1.4142 2.2361 2.2361 2.8284 13.0000 13.9284 14.8661 15.8114 7.0711 7.8102 8.6023 9.4340 6.3246 7.2801 11.0454 11.0000 11.0454 11.1803 23.1948 23.0868 23.0217 23.0000 11.6619 13.0384
5.6569 6.4031 7.2111 8.0623 4.1231 5.0990 6.0828 7.0711 5.0000 4.4721 7.6158 7.2801 14.8661 15.2315 15.6525 16.1245 17.2627 17.1172 17.0294 17.0000 5.0000 4.0000 3.0000 5.8310 5.0000 4.2426 5.0990 5.3852 3.1623 3.6056 4.4721 14.5602 2.0000 1.0000 0.0000 1.0000 3.6056 3.1623 3.0000 3.1623 2.2361 2.8284 1.4142 2.2361 12.0830 13.0000 13.9284 14.8661 6.4031 7.0711 7.8102 8.6023 5.3852 6.3246 11.1803 11.0454 11.0000 11.0454 23.3452 23.1948 23.0868 23.0217 10.8167 12.2066
5.0000 5.6569 6.4031 7.2111 3.1623 4.1231 5.0990 6.0828 4.2426 3.6056 6.7082 6.3246 14.5602 14.8661 15.2315 15.6525 17.4642 17.2627 17.1172 17.0294 6.0000 5.0000 4.0000 6.7082 5.8310 5.0000 6.0828 6.3246 4.1231 4.4721 5.0000 14.8661 3.0000 2.0000 1.0000 0.0000 4.2426 3.6056 3.1623 3.0000 3.1623 3.6056 1.0000 2.0000 11.1803 12.0830 13.0000 13.9284 5.8310 6.4031 7.0711 7.8102 4.4721 5.3852 11.4018 11.1803 11.0454 11.0000 23.5372 23.3452 23.1948 23.0868 10.0000 11.4018
9.2195 9.8995 10.6301 11.4018 7.2111 8.0623 8.9443 9.8489 8.4853 7.8102 10.8167 10.2956 13.0384 13.6015 14.2127 14.8661 14.0357 14.0000 14.0357 14.1421 4.2426 3.6056 3.1623 3.0000 2.0000 1.0000 3.6056 3.1623 2.2361 1.4142 7.0000 17.1172 3.0000 3.1623 3.6056 4.2426 0.0000 1.0000 2.0000 3.0000 2.0000 1.0000 3.6056 3.1623 13.1529 14.1421 15.1327 16.1245 10.0000 10.6301 11.3137 12.0416 8.6023 9.4340 8.0000 8.0623 8.2462 8.5440 20.0998 20.0250 20.0000 20.0250 11.4018 12.6491
8.6023 9.2195 9.8995 10.6301 6.4031 7.2111 8.0623 8.9443 7.8102 7.0711 10.0000 9.4340 12.5300 13.0384 13.6015 14.2127 14.1421 14.0357 14.0000 14.0357 5.0000 4.2426 3.6056 4.0000 3.0000 2.0000 4.4721 4.1231 2.8284 2.2361 7.0711 17.2627 3.1623 3.0000 3.1623 3.6056 1.0000 0.0000 1.0000 2.0000 2.2361 1.4142 2.8284 2.2361 12.1655 13.1529 14.1421 15.1327 9.4340 10.0000 10.6301 11.3137 7.8102 8.6023 8.0623 8.0000 8.0623 8.2462 20.2237 20.0998 20.0250 20.0000 10.4403 11.7047
8.0623 8.6023 9.2195 9.8995 5.6569 6.4031 7.2111 8.0623 7.2111 6.4031 9.2195 8.6023 12.0830 12.5300 13.0384 13.6015 14.3178 14.1421 14.0357 14.0000 5.8310 5.0000 4.2426 5.0000 4.0000 3.0000 5.3852 5.0990 3.6056 3.1623 7.2801 17.4642 3.6056 3.1623 3.0000 3.1623 2.0000 1.0000 0.0000 1.0000 2.8284 2.2361 2.2361 1.4142 11.1803 12.1655 13.1529 14.1421 8.9443 9.4340 10.0000 10.6301 7.0711 7.8102 8.2462 8.0623 8.0000 8.0623 20.3961 20.2237 20.0998 20.0250 9.4868 10.7703
7.6158 8.0623 8.6023 9.2195 5.0000 5.6569 6.4031 7.2111 6.7082 5.8310 8.4853 7.8102 11.7047 12.0830 12.5300 13.0384 14.5602 14.3178 14.1421 14.0357 6.7082 5.8310 5.0000 6.0000 5.0000 4.0000 6.3246 6.0828 4.4721 4.1231 7.6158 17.7200 4.2426 3.6056 3.1623 3.0000 3.0000 2.0000 1.0000 0.0000 3.6056 3.1623 2.0000 1.0000 10.1980 11.1803 12.1655 13.1529 8.5440 8.9443 9.4340 10.0000 6.4031 7.0711 8.5440 8.2462 8.0623 8.0000 20.6155 20.3961 20.2237 20.0998 8.5440 9.8489
7.8102 8.6023 9.4340 10.2956 6.3246 7.2801 8.2462 9.2195 7.2111 6.7082 9.8489 9.4868 14.7648 15.2643 15.8114 16.4012 16.0312 16.0000 16.0312 16.1245 3.1623 2.2361 1.4142 3.6056 2.8284 2.2361 3.0000 3.1623 1.0000 1.4142 5.0000 15.1327 1.0000 1.4142 2.2361 3.1623 2.0000 2.2361 2.8284 3.6056 0.0000 1.0000 3.0000 3.1623 13.6015 14.5602 15.5242 16.4924 8.4853 9.2195 10.0000 10.8167 7.6158 8.5440 10.0000 10.0499 10.1980 10.4403 22.0907 22.0227 22.0000 22.0227 12.0830 13.4164
8.4853 9.2195 10.0000 10.8167 6.7082 7.6158 8.5440 9.4868 7.8102 7.2111 10.2956 9.8489 13.8924 14.4222 15.0000 15.6205 15.0333 15.0000 15.0333 15.1327 3.6056 2.8284 2.2361 3.1623 2.2361 1.4142 3.1623 3.0000 1.4142 1.0000 6.0000 16.1245 2.0000 2.2361 2.8284 3.6056 1.0000 1.4142 2.2361 3.1623 1.0000 0.0000 3.1623 3.0000 13.3417 14.3178 15.2971 16.2788 9.2195 9.8995 10.6301 11.4018 8.0623 8.9443 9.0000 9.0554 9.2195 9.4868 21.0950 21.0238 21.0000 21.0238 11.7047 13.0000
5.8310 6.4031 7.0711 7.8102 3.6056 4.4721 5.3852 6.3246 5.0000 4.2426 7.2111 6.7082 13.6015 13.9284 14.3178 14.7648 16.4924 16.2788 16.1245 16.0312 6.0828 5.0990 4.1231 6.3246 5.3852 4.4721 6.0000 6.0828 4.0000 4.1231 5.8310 15.8114 3.1623 2.2361 1.4142 1.0000 3.6056 2.8284 2.2361 2.0000 3.0000 3.1623 0.0000 1.0000 10.7703 11.7047 12.6491 13.6015 6.7082 7.2111 7.8102 8.4853 5.0000 5.8310 10.4403 10.1980 10.0499 10.0000 22.5610 22.3607 22.2036 22.0907 9.4340 10.8167
