32
15.1327 14.0357 11.7047 11.4018 11.1803 11.0454 8.9443 8.5440 8.2462 8.0623 10.7703 9.8489 10.0499 9.0554 0.0000 1.0000 2.0000 3.0000 3.0000 3.1623 3.6056 4.2426 1.0000 2.0000 3.1623 3.6056 30.4138 29.2746 28.1603 27.0740 23.0868 3.6056
15.2971 14.1421 12.0830 11.7047 11.4018 11.1803 9.4340 8.9443 8.5440 8.2462 11.1803 10.2956 10.1980 9.2195 1.0000 0.0000 1.0000 2.0000 3.1623 3.0000 3.1623 3.6056 1.4142 2.2361 2.2361 2.8284 30.5941 29.4279 28.2843 27.1662 23.1948 4.4721
15.5242 14.3178 12.5300 12.0830 11.7047 11.4018 10.0000 9.4340 8.9443 8.5440 11.6619 10.8167 10.4403 9.4868 2.0000 1.0000 0.0000 1.0000 3.6056 3.1623 3.0000 3.1623 2.2361 2.8284 1.4142 2.2361 30.8058 29.6142 28.4429 27.2947 23.3452 5.3852
15.8114 14.5602 13.0384 12.5300 12.0830 11.7047 10.6301 10.0000 9.4340 8.9443 12.2066 11.4018 10.7703 9.8489 3.0000 2.0000 1.0000 0.0000 4.2426 3.6056 3.1623 3.0000 3.1623 3.6056 1.0000 2.0000 31.0483 29.8329 28.6356 27.4591 23.5372 6.3246
18.1108 17.0294 14.5602 14.3178 14.1421 14.0357 11.7047 11.4018 11.1803 11.0454 13.6015 12.6491 13.0384 12.0416 3.0000 3.1623 3.6056 4.2426 0.0000 1.0000 2.0000 3.0000 2.0000 1.0000 3.6056 3.1623 33.3766 32.2490 31.1448 30.0666 26.0768 3.1623
18.2483 17.1172 14.8661 14.5602 14.3178 14.1421 12.0830 11.7047 11.4018 11.1803 13.9284 13.0000 13.1529 12.1655 3.1623 3.0000 3.1623 3.6056 1.0000 0.0000 1.0000 2.0000 2.2361 1.4142 2.8284 2.2361 33.5410 32.3883 31.2570 30.1496 26.1725 4.1231
18.4391 17.2627 15.2315 14.8661 14.5602 14.3178 12.5300 12.0830 11.7047 11.4018 14.3178 13.4164 13.3417 12.3693 3.6056 3.1623 3.0000 3.1623 2.0000 1.0000 0.0000 1.0000 2.8284 2.2361 2.2361 1.4142 33.7343 32.5576 31.4006 30.2655 26.3059 5.0990
18.6815 17.4642 15.6525 15.2315 14.8661 14.5602 13.0384 12.5300 12.0830 11.7047 14.7648 13.8924 13.6015 12.6491 4.2426 3.6056 3.1623 3.0000 3.0000 2.0000 1.0000 0.0000 3.6056 3.1623 2.0000 1.0000 33.9559 32.7567 31.5753 30.4138 26.4764 6.0828
16.1245 15.0333 12.6491 12.3693 12.1655 12.0416 9.8489 9.4868 9.2195 9.0554 11.7047 10.7703 11.0454 10.0499 1.0000 1.4142 2.2361 3.1623 2.0000 2.2361 2.8284 3.6056 0.0000 1.0000 3.0000 3.1623 31.4006 30.2655 29.1548 28.0713 24.0832 3.1623
17.1172 16.0312 13.6015 13.3417 13.1529 13.0384 10.7703 10.4403 10.1980 10.0499 12.6491 11.7047 12.0416 11.0454 2.0000 2.2361 2.8284 3.6056 1.0000 1.4142 2.2361 3.1623 1.0000 0.0000 3.1623 3.0000 32.3883 31.2570 30.1496 29.0689 25.0799 3.0000
16.7631 15.5242 13.8924 13.4164 13.0000 12.6491 11.4018 10.8167 10.2956 9.8489 13.0384 12.2066 11.7047 10.7703 3.1623 2.2361 1.4142 1.0000 3.6056 2.8284 2.2361 2.0000 3.0000 3.1623 0.0000 1.0000 32.0156 30.8058 29.6142 28.4429 24.5153 6.0828
17.7200 16.4924 14.7648 14.3178 13.9284 13.6015 12.2066 11.6619 11.1803 10.7703 13.8924 13.0384 12.6491 11.7047 3.6056 2.8284 2.2361 2.0000 3.1623 2.2361 1.4142 1.0000 3.1623 3.0000 1.0000 0.0000 32.9848 31.7805 30.5941 29.4279 25.4951 6.0000
15.2971 16.4924 19.0263 19.1050 19.2354 19.4165 22.0227 22.0907 22.2036 22.3607 20.0250 21.0238 20.3961 21.3776 30.4138 30.5941 30.8058 31.0483 33.3766 33.5410 33.7343 33.9559 31.4006 32.3883 32.0156 32.9848 0.0000 1.4142 2.8284 4.2426 7.6158 32.0624
14.1421 15.2971 18.0000 18.0278 18.1108 18.2483 21.0000 21.0238 21.0950 21.2132 19.0000 20.0000 19.2354 20.2237 29.2746 29.4279 29.6142 29.8329 32.2490 32.3883 32.5576 32.7567 30.2655 31.2570 30.8058 31.7805 1.4142 0.0000 1.4142 2.8284 6.3246 31.0161
13.0384 14.1421 17.0294 17.0000 17.0294 17.1172 20.0250 20.0000 20.0250 20.0998 18.0278 19.0263 18.1108 19.1050 28.1603 28.2843 28.4429 28.6356 31.1448 31.2570 31.4006 31.5753 29.1548 30.1496 29.6142 30.5941 2.8284 1.4142 0.0000 1.4142 5.0990 30.0000
12.0000 13.0384 16.1245 16.0312 16.0000 16.0312 19.1050 19.0263 19.0000 19.0263 17.1172 18.1108 17.0294 18.0278 27.0740 27.1662 27.2947 27.4591 30.0666 30.1496 30.2655 30.4138 28.0713 29.0689 28.4429 29.4279 4.2426 2.8284 1.4142 0.0000 4.0000 29.0172
8.0000 9.0554 12.1655 12.0416 12.0000 12.0416 15.1327 15.0333 15.0000 15.0333 13.1529 14.1421 13.0384 14.0357 23.0868 23.1948 23.3452 23.5372 26.0768 26.1725 26.3059 26.4764 24.0832 25.0799 24.5153 25.4951 7.6158 6.3246 5.0990 4.0000 0.0000 25.0200
17.0294 16.1245 13.0384 13.0000 13.0384 13.1529 10.0499 10.0000 10.0499 10.1980 12.0416 11.0454 12.1655 11.1803 3.6056 4.4721 5.3852 6.3246 3.1623 4.1231 5.0990 6.0828 3.1623 3.0000 6.0828 6.0000 32.0624 31.0161 30.0000 29.0172 25.0200 0.0000
